,SVENY01,SVENY02,SVENY03,SVENY04,SVENY05,SVENY06,SVENY07,SVENY08,SVENY09,SVENY10,SVENY11,SVENY12,SVENY13,SVENY14,SVENY15,SVENY16,SVENY17,SVENY18,SVENY19,SVENY20,SVENY21,SVENY22,SVENY23,SVENY24,SVENY25,SVENY26,SVENY27,SVENY28,SVENY29,SVENY30,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
2016-01-19,0.6721,0.9121,1.138,1.3439,1.5275,1.6886,1.8285,1.9491,2.0527,2.1417,2.2184,2.285,2.3435,2.3956,2.4428,2.4863,2.5274,2.5668,2.6054,2.6436,2.682,2.721,2.7608,2.8016,2.8436,2.8868,2.9313,2.9772,3.0243,3.0728,9.77011481,-9.34115135,-4.23583128,-17.26137413,3.41955212,17.0109573
2016-01-15,0.6756,0.8937,1.1101,1.3134,1.4976,1.6608,1.8031,1.9259,2.0314,2.1219,2.1999,2.2675,2.3269,2.3797,2.4277,2.472,2.5137,2.5539,2.5931,2.632,2.671,2.7104,2.7506,2.7917,2.8337,2.8769,2.9211,2.9664,3.0129,3.0604,8.90078618,-8.42430945,-4.40424835,-15.11747016,3.1128201,16.21678089
2016-01-14,0.7087,0.9407,1.1659,1.3746,1.5622,1.7275,1.8711,1.9948,2.1009,2.192,2.2704,2.3386,2.3985,2.4519,2.5005,2.5456,2.5882,2.6292,2.6694,2.7094,2.7495,2.7901,2.8315,2.8739,2.9173,2.9618,3.0075,3.0544,3.1023,3.1514,9.15888154,-8.6710295,-4.33494406,-15.55633362,3.15446413,16.18133932
2016-01-13,0.7398,0.958,1.1712,1.37,1.5495,1.7083,1.8467,1.9664,2.0692,2.1575,2.2337,2.2999,2.358,2.4099,2.4571,2.5008,2.5422,2.5821,2.6213,2.6604,2.6998,2.7398,2.7807,2.8228,2.8661,2.9107,2.9566,3.0038,3.0524,3.1022,9.6229033,-9.08930812,-4.50795843,-16.89703849,3.2631468,16.56588301
2016-01-12,0.7607,0.9805,1.199,1.4035,1.588,1.7504,1.8911,2.0119,2.1152,2.2034,2.2793,2.3451,2.403,2.4547,2.5019,2.5458,2.5875,2.6278,2.6675,2.707,2.7468,2.7872,2.8283,2.8703,2.9134,2.9575,3.0026,3.0488,3.096,3.1441,8.56701567,-8.00433886,-4.26405211,-14.13382958,2.96872793,15.56321171
2016-01-11,0.7513,0.9899,1.2218,1.436,1.6277,1.7956,1.9408,2.0653,2.1718,2.2631,2.3417,2.4101,2.4703,2.5244,2.5736,2.6195,2.6629,2.7048,2.7458,2.7864,2.827,2.8679,2.9094,2.9515,2.9944,3.0381,3.0826,3.1279,3.174,3.2208,8.17966929,-7.65289099,-3.97327958,-12.85387262,2.93081021,15.27830816
2016-01-08,0.7743,1.0026,1.2243,1.429,1.6122,1.7729,1.9121,2.0318,2.1347,2.2233,2.3,2.3672,2.4268,2.4805,2.5297,2.5757,2.6193,2.6613,2.7023,2.7428,2.7832,2.8236,2.8644,2.9056,2.9473,2.9895,3.0323,3.0757,3.1196,3.1639,7.47091599,-6.91172061,-3.6057825,-11.11805944,2.87895573,14.79923507
2016-01-07,0.757,1.0148,1.2519,1.4636,1.649,1.8091,1.9463,2.0635,2.1636,2.2495,2.3238,2.3887,2.4463,2.4982,2.5459,2.5904,2.6328,2.6738,2.714,2.7538,2.7935,2.8336,2.874,2.915,2.9566,2.9988,3.0417,3.0853,3.1295,3.1742,7.66810168,-7.17869085,-3.25271724,-11.62185066,2.99909653,14.98087478
2016-01-06,0.7675,1.0407,1.2878,1.5045,1.6911,1.8497,1.9839,2.0972,2.1933,2.2755,2.3466,2.409,2.4647,2.5154,2.5624,2.6067,2.6492,2.6906,2.7311,2.7713,2.8114,2.8516,2.892,2.9326,2.9734,3.0146,3.056,3.0977,3.1396,3.1816,6.54274812,-6.06255779,-2.77728593,-8.8130353,2.66233317,13.37493899
2016-01-05,0.7915,1.0793,1.3417,1.5703,1.7642,1.9266,2.0619,2.1748,2.2699,2.3508,2.4209,2.4828,2.5384,2.5895,2.6372,2.6825,2.7261,2.7685,2.8101,2.8511,2.8917,2.932,2.972,3.0119,3.0516,3.0911,3.1304,3.1694,3.2081,3.2465,5.60665125,-5.10471233,-2.64628121,-6.35597295,2.21846756,11.45818184
2016-01-04,0.788,1.064,1.3305,1.5663,1.7657,1.9303,2.0648,2.1747,2.2652,2.3409,2.4057,2.4623,2.5132,2.5602,2.6044,2.647,2.6885,2.7295,2.7703,2.811,2.8519,2.8929,2.934,2.9754,3.0168,3.0583,3.0998,3.1413,3.1826,3.2237,5.82264828,-5.26872407,-3.26313041,-7.232816,2.00133178,11.39264529
2015-12-31,0.7898,1.0755,1.3501,1.5921,1.7961,1.9638,2.1003,2.2112,2.302,2.3775,2.4417,2.4976,2.5477,2.5938,2.6373,2.6793,2.7203,2.761,2.8017,2.8425,2.8836,2.9251,2.9669,3.0091,3.0515,3.0942,3.137,3.1799,3.2228,3.2656,6.09360515,-5.54888752,-3.39906196,-7.87887906,2.01575767,11.65102036
2015-12-30,0.7701,1.0961,1.3848,1.6302,1.8335,1.9998,2.1349,2.2449,2.3351,2.4102,2.474,2.5296,2.5792,2.6248,2.6678,2.7091,2.7496,2.7898,2.8301,2.8708,2.9118,2.9535,2.9957,3.0384,3.0816,3.1253,3.1693,3.2137,3.2582,3.3028,6.51456262,-6.08667155,-2.95904105,-8.85052751,2.23773504,12.24499648
2015-12-29,0.7895,1.1126,1.3998,1.6437,1.8452,2.0094,2.1424,2.2504,2.3388,2.4124,2.475,2.5296,2.5786,2.6238,2.6664,2.7075,2.7479,2.788,2.8281,2.8685,2.9093,2.9505,2.9922,3.0344,3.0769,3.1197,3.1628,3.2061,3.2494,3.2928,6.26424387,-5.80867242,-2.92330113,-8.2463576,2.1512567,11.89952205
2015-12-28,0.7754,1.0752,1.3457,1.5787,1.7736,1.934,2.0649,2.1714,2.2586,2.3308,2.3917,2.4443,2.491,2.5336,2.5737,2.6124,2.6503,2.6882,2.7263,2.7651,2.8046,2.8449,2.8862,2.9282,2.9711,3.0148,3.0591,3.1039,3.1493,3.195,6.83039007,-6.36109262,-3.17194997,-9.97906861,2.33170905,12.85937791
2015-12-24,0.7689,1.0701,1.3426,1.5777,1.7749,1.9375,2.0704,2.179,2.2682,2.3423,2.4049,2.4592,2.5074,2.5514,2.5927,2.6323,2.6711,2.7096,2.7483,2.7874,2.8271,2.8675,2.9086,2.9504,2.993,3.0361,3.0798,3.1239,3.1684,3.2133,6.68612862,-6.22341652,-3.13505263,-9.50685825,2.31184371,12.73947348
2015-12-23,0.7484,1.0575,1.3377,1.5796,1.7824,1.9498,2.0866,2.1985,2.2904,2.3669,2.4317,2.4877,2.5375,2.583,2.6255,2.6662,2.7059,2.7451,2.7843,2.8238,2.8637,2.9042,2.9452,2.9869,3.029,3.0717,3.1148,3.1583,3.202,3.246,6.55120914,-6.11520444,-3.13191172,-9.02985114,2.26779964,12.58505667
2015-12-22,0.7383,1.0468,1.3235,1.5613,1.7603,1.9242,2.0581,2.1674,2.2569,2.3312,2.3939,2.448,2.496,2.5397,2.5807,2.6201,2.6587,2.6971,2.7357,2.7749,2.8148,2.8554,2.897,2.9393,2.9825,3.0264,3.071,3.1162,3.1618,3.2079,6.90848935,-6.48957252,-3.16511675,-10.11720193,2.36480137,12.96224194
2015-12-21,0.7523,1.0223,1.2842,1.5176,1.7162,1.8807,2.015,2.1241,2.2131,2.2865,2.3483,2.4015,2.4488,2.4921,2.5329,2.5723,2.6111,2.6499,2.6891,2.729,2.7696,2.8111,2.8535,2.8968,2.9408,2.9856,3.031,3.0769,3.1232,3.1699,6.74130461,-6.22086518,-3.69561078,-9.88872679,2.17409246,12.56089553
2015-12-18,0.7449,1.0209,1.2881,1.5247,1.7244,1.8881,2.0205,2.127,2.213,2.2833,2.3421,2.3927,2.4375,2.4787,2.5177,2.5556,2.5932,2.6311,2.6696,2.7089,2.7493,2.7907,2.8331,2.8765,2.9207,2.9658,3.0116,3.058,3.1049,3.1521,6.7628045,-6.25239323,-3.75540346,-10.084419,2.1173295,12.47499651
2015-12-17,0.7694,1.0626,1.3351,1.5724,1.7712,1.9338,2.0651,2.1706,2.2556,2.3249,2.3826,2.4318,2.4753,2.515,2.5525,2.589,2.6254,2.6622,2.6998,2.7385,2.7784,2.8197,2.8622,2.9061,2.9511,2.9972,3.0442,3.0921,3.1408,3.1901,7.27451021,-6.78326772,-3.67824866,-11.34709135,2.25650398,12.97458739
2015-12-16,0.7777,1.0743,1.3534,1.5995,1.8079,1.9801,2.1201,2.2332,2.3244,2.3986,2.4598,2.5116,2.5566,2.5972,2.6351,2.6716,2.7077,2.7441,2.7814,2.8198,2.8596,2.901,2.9439,2.9883,3.0343,3.0816,3.1302,3.18,3.2308,3.2825,8.04697431,-7.54751554,-4.08731755,-13.09801534,2.37366184,13.66262312
2015-12-15,0.7629,1.0315,1.301,1.5463,1.758,1.9349,2.0797,2.1971,2.292,2.3692,2.4328,2.4865,2.5331,2.5748,2.6136,2.6508,2.6874,2.7243,2.7618,2.8004,2.8404,2.8818,2.9247,2.969,3.0148,3.062,3.1104,3.1599,3.2105,3.2619,7.97618082,-7.4289345,-4.5037733,-12.94791006,2.30073717,13.64829887
2015-12-14,0.772,1.0088,1.263,1.5019,1.7116,1.8884,2.034,2.1522,2.2479,2.3257,2.3897,2.4436,2.4903,2.5322,2.5711,2.6085,2.6454,2.6825,2.7205,2.7597,2.8003,2.8424,2.8862,2.9315,2.9784,3.0267,3.0764,3.1272,3.1791,3.232,8.11082922,-7.49248344,-4.90759332,-13.42457179,2.27201246,13.66272586
2015-12-11,0.7277,0.9354,1.1741,1.4047,1.61,1.7846,1.9293,2.0476,2.1439,2.2227,2.2881,2.3436,2.3921,2.4359,2.4766,2.5158,2.5544,2.5931,2.6325,2.6729,2.7145,2.7574,2.8017,2.8473,2.8942,2.9423,2.9915,3.0417,3.0928,3.1446,7.6434822,-7.01461026,-4.94786068,-12.3905387,2.2042269,13.32275862
2015-12-10,0.748,0.9972,1.264,1.5115,1.7252,1.9027,2.0468,2.1626,2.2557,2.3313,2.3938,2.4471,2.4939,2.5365,2.5768,2.6158,2.6547,2.694,2.7341,2.7753,2.8178,2.8616,2.9068,2.9532,3.0008,3.0494,3.099,3.1495,3.2006,3.2523,7.40451361,-6.80889431,-4.66182398,-11.59182807,2.08243272,12.75332175
2015-12-09,0.7568,0.9738,1.2286,1.4733,1.6881,1.868,2.015,2.1339,2.2299,2.3085,2.3739,2.4299,2.4794,2.5246,2.5672,2.6085,2.6494,2.6905,2.7321,2.7746,2.8181,2.8627,2.9083,2.9548,3.0023,3.0507,3.0997,3.1493,3.1994,3.2499,7.06198829,-6.38268973,-4.85577859,-10.65276042,1.99772741,12.40424269
2015-12-08,0.7614,0.9929,1.2581,1.5078,1.7236,1.9018,2.0459,2.1614,2.2544,2.3302,2.3936,2.448,2.4964,2.5409,2.5831,2.624,2.6646,2.7052,2.7464,2.7883,2.831,2.8745,2.9188,2.9639,3.0096,3.056,3.1028,3.1499,3.1974,3.2449,6.58740818,-5.91476936,-4.58312608,-9.4212107,1.89107623,11.92010261
2015-12-07,0.7363,0.9747,1.2503,1.5074,1.7265,1.9048,2.0469,2.1594,2.2492,2.322,2.3827,2.435,2.4817,2.525,2.5663,2.6067,2.6469,2.6873,2.7283,2.77,2.8125,2.8558,2.8999,2.9446,2.9899,3.0356,3.0818,3.1281,3.1746,3.2212,6.32656932,-5.66198013,-4.59790866,-8.86635563,1.77741678,11.52681399
2015-12-04,0.7095,0.9788,1.2703,1.5366,1.762,1.9454,2.0919,2.2083,2.3015,2.3773,2.4406,2.4952,2.5438,2.5885,2.631,2.6723,2.7131,2.754,2.7953,2.8371,2.8797,2.9229,2.9667,3.0112,3.0562,3.1016,3.1473,3.1932,3.2392,3.2853,6.37019019,-5.79680178,-4.40782333,-8.74276211,1.81424291,11.60244578
2015-12-03,0.7128,0.9949,1.2913,1.5613,1.791,1.9794,2.1314,2.2532,2.3513,2.4314,2.4982,2.5555,2.6061,2.6523,2.6957,2.7373,2.7782,2.8188,2.8596,2.9008,2.9425,2.9848,3.0277,3.0711,3.1151,3.1595,3.2042,3.2492,3.2944,3.3397,6.49678305,-5.95789725,-4.30833964,-8.80574099,1.89622336,11.96345088
2015-12-02,0.6824,0.9687,1.2398,1.4794,1.683,1.852,1.9907,2.1042,2.1974,2.2747,2.3401,2.3966,2.4467,2.4924,2.5352,2.5762,2.6162,2.6559,2.6957,2.7358,2.7765,2.8179,2.8599,2.9025,2.9458,2.9897,3.0341,3.0789,3.124,3.1694,6.61618129,-6.19673732,-3.51078678,-9.44627707,2.2218515,12.6131763
2015-12-01,0.6647,0.935,1.2004,1.4388,1.6432,1.814,1.9551,2.0714,2.1678,2.2487,2.3179,2.3783,2.4325,2.4821,2.5287,2.5732,2.6165,2.6591,2.7014,2.7436,2.7858,2.8282,2.8709,2.9137,2.9567,2.9998,3.0431,3.0863,3.1295,3.1725,6.02294543,-5.58285337,-3.46559492,-7.82795175,2.09176323,11.77619335
2015-11-30,0.6787,0.9629,1.2408,1.4884,1.6988,1.8734,2.0168,2.1347,2.2324,2.3147,2.3853,2.4473,2.5031,2.5544,2.6027,2.6488,2.6935,2.7373,2.7805,2.8233,2.8659,2.9084,2.9507,2.9929,3.035,3.0769,3.1186,3.16,3.201,3.2418,5.65395556,-5.20762247,-3.34073227,-6.67753479,1.96097256,11.03026839
2015-11-27,0.6479,0.9497,1.2336,1.4832,1.6949,1.8711,2.0169,2.1375,2.2382,2.3234,2.3968,2.4613,2.5193,2.5725,2.6222,2.6695,2.7151,2.7595,2.8031,2.8461,2.8887,2.931,2.973,3.0149,3.0565,3.0978,3.1389,3.1797,3.2201,3.2601,5.63834825,-5.26929409,-3.07090163,-6.48223065,2.05762806,11.15286488
2015-11-25,0.6517,0.9582,1.2463,1.4986,1.7115,1.8875,2.0321,2.151,2.2496,2.3327,2.4039,2.4664,2.5225,2.574,2.6223,2.6683,2.7128,2.7563,2.7992,2.8416,2.8838,2.9258,2.9677,3.0094,3.0511,3.0925,3.1338,3.1748,3.2155,3.2559,5.68704545,-5.31582399,-3.13643731,-6.67827451,2.01762973,11.18668836
2015-11-24,0.6308,0.9505,1.2416,1.494,1.7069,1.8837,2.0298,2.1506,2.2512,2.336,2.4088,2.4725,2.5294,2.5813,2.6297,2.6755,2.7197,2.7627,2.8049,2.8467,2.8883,2.9297,2.971,3.0122,3.0534,3.0946,3.1357,3.1766,3.2173,3.2579,5.87771617,-5.56725149,-2.93633613,-7.06415309,2.17713742,11.77209981
2015-11-23,0.6121,0.9585,1.2602,1.5156,1.7283,1.9039,2.0485,2.1679,2.2673,2.351,2.4228,2.4855,2.5414,2.5924,2.6398,2.6848,2.728,2.7701,2.8116,2.8527,2.8936,2.9345,2.9754,3.0163,3.0574,3.0985,3.1396,3.1807,3.2218,3.2627,6.06846839,-5.83593883,-2.59975308,-7.5179986,2.32303258,12.1915503
2015-11-20,0.6209,0.9483,1.2503,1.5125,1.7325,1.914,2.0626,2.1843,2.2849,2.3691,2.4409,2.5035,2.5592,2.6101,2.6576,2.7026,2.7461,2.7885,2.8302,2.8716,2.9128,2.9539,2.995,3.0361,3.0771,3.1181,3.159,3.1997,3.2403,3.2806,5.84949504,-5.54261498,-3.12890109,-6.99057688,2.06017187,11.60637253
2015-11-19,0.5949,0.9229,1.2286,1.4942,1.7164,1.8987,2.0472,2.1684,2.2681,2.3515,2.4226,2.4846,2.5401,2.5908,2.6383,2.6834,2.7271,2.7697,2.8117,2.8534,2.8948,2.936,2.9772,3.0183,3.0593,3.1001,3.1407,3.1812,3.2214,3.2612,5.68584198,-5.39319392,-3.20160199,-6.65998558,1.96670164,11.24936766
2015-11-18,0.5935,0.9148,1.228,1.503,1.7327,1.92,2.0715,2.1944,2.2952,2.3794,2.4513,2.5143,2.5708,2.6226,2.6712,2.7176,2.7623,2.8059,2.8487,2.8909,2.9327,2.9741,3.0151,3.0558,3.0962,3.1361,3.1756,3.2147,3.2534,3.2914,5.38107606,-5.03841866,-3.44847481,-5.8191173,1.78190778,10.50043684
2015-11-17,0.592,0.8859,1.1928,1.4691,1.7022,1.893,2.0475,2.1729,2.2758,2.3619,2.4356,2.5002,2.5584,2.612,2.6622,2.7102,2.7566,2.8018,2.8461,2.8898,2.9329,2.9756,3.0178,3.0596,3.1009,3.1418,3.1822,3.222,3.2613,3.2999,5.34375617,-4.92440572,-3.79785154,-5.73885092,1.71225449,10.21348747
2015-11-16,0.5812,0.8861,1.1951,1.4722,1.707,1.9006,2.0585,2.1876,2.2941,2.3834,2.4598,2.5268,2.5868,2.6418,2.6932,2.7421,2.789,2.8346,2.8792,2.9231,2.9663,3.009,3.0513,3.0931,3.1344,3.1753,3.2157,3.2555,3.2948,3.3336,5.4309636,-5.06214908,-3.6575594,-5.79178876,1.79448853,10.46237235
2015-11-13,0.5845,0.8922,1.2077,1.4902,1.7279,1.9221,2.079,2.2059,2.3096,2.3958,2.4691,2.5331,2.5903,2.6429,2.6921,2.739,2.7844,2.8288,2.8724,2.9155,2.9582,3.0007,3.0429,3.0848,3.1264,3.1678,3.2087,3.2493,3.2894,3.3291,5.55274144,-5.16655394,-3.85389681,-6.20053487,1.74837502,10.63579147
2015-11-12,0.5983,0.9191,1.2478,1.5386,1.7798,1.9738,2.1285,2.2521,2.3523,2.4352,2.5057,2.5672,2.6225,2.6736,2.7216,2.7678,2.8126,2.8565,2.8999,2.9429,2.9856,3.0281,3.0702,3.1122,3.1538,3.1951,3.236,3.2765,3.3165,3.356,5.50684941,-5.10142684,-3.9407153,-6.10287152,1.65185327,10.34606159
2015-11-10,0.5939,0.905,1.2357,1.5292,1.7716,1.966,2.1207,2.2449,2.3463,2.431,2.5038,2.568,2.6261,2.6798,2.7304,2.7787,2.8252,2.8704,2.9145,2.9577,3.0001,3.0417,3.0825,3.1226,3.1619,3.2005,3.2384,3.2754,3.3117,3.3471,5.00964397,-4.55155319,-3.91665537,-4.78578957,1.51870659,9.28950104
2015-11-09,0.5895,0.927,1.2682,1.5635,1.8035,1.9943,2.1456,2.2672,2.3668,2.4506,2.5231,2.5875,2.6461,2.7004,2.7515,2.8003,2.8472,2.8926,2.9367,2.9796,3.0215,3.0624,3.1023,3.1413,3.1793,3.2164,3.2525,3.2877,3.322,3.3553,4.80112475,-4.39725285,-3.63705136,-4.24119965,1.46502123,8.66391991
2015-11-06,0.5805,0.9192,1.2574,1.5493,1.7869,1.9761,2.1263,2.2469,2.3458,2.4288,2.5005,2.564,2.6216,2.675,2.7252,2.7731,2.8191,2.8636,2.9068,2.949,2.9901,3.0303,3.0696,3.108,3.1455,3.1821,3.2178,3.2527,3.2866,3.3196,4.77957701,-4.4032801,-3.53546773,-4.2455405,1.49078096,8.82514051
2015-11-05,0.5198,0.8607,1.1864,1.4668,1.6972,1.8832,2.0331,2.155,2.2558,2.3411,2.4149,2.4802,2.5394,2.5939,2.645,2.6935,2.7398,2.7845,2.8278,2.8698,2.9107,2.9505,2.9894,3.0273,3.0643,3.1004,3.1355,3.1697,3.2031,3.2355,4.66953526,-4.4159693,-3.12398833,-4.0836838,1.60757637,8.9067971
2015-11-04,0.5286,0.8564,1.1805,1.4613,1.6917,1.8766,2.0249,2.145,2.2442,2.3279,2.4005,2.465,2.5235,2.5777,2.6287,2.6771,2.7236,2.7685,2.8119,2.8542,2.8954,2.9355,2.9747,3.0129,3.0501,3.0864,3.1217,3.1561,3.1895,3.2221,4.63341637,-4.32107718,-3.32837797,-4.09396395,1.53733873,8.70056006
2015-11-03,0.5013,0.8089,1.1261,1.4091,1.6463,1.84,1.9968,2.1245,2.2297,2.3182,2.3943,2.4611,2.5213,2.5764,2.6279,2.6765,2.7231,2.7679,2.8113,2.8536,2.8949,2.9352,2.9747,3.0133,3.0512,3.0882,3.1244,3.1599,3.1945,3.2283,4.82116734,-4.50317073,-3.56930521,-4.4355389,1.63115886,9.46022101
2015-11-02,0.4839,0.7891,1.1031,1.3833,1.6183,1.81,1.965,2.0908,2.1941,2.2807,2.3548,2.4199,2.4783,2.5318,2.5819,2.6293,2.6749,2.7189,2.7619,2.8038,2.845,2.8854,2.9252,2.9643,3.0028,3.0407,3.0779,3.1144,3.1502,3.1853,4.93721291,-4.63989907,-3.61249082,-4.87944672,1.66291512,9.86075178
2015-10-30,0.4605,0.7625,1.0687,1.3427,1.5743,1.7649,1.9203,2.0473,2.1521,2.2401,2.3156,2.3818,2.4413,2.4957,2.5466,2.5948,2.6412,2.686,2.7298,2.7727,2.8148,2.8564,2.8973,2.9377,2.9775,3.0167,3.0554,3.0935,3.131,3.1678,5.08416012,-4.83053833,-3.54491475,-5.29672117,1.75748616,10.19349381
2015-10-29,0.4369,0.7528,1.0655,1.3445,1.5811,1.7769,1.9373,2.0689,2.1778,2.2692,2.3475,2.4159,2.4771,2.5329,2.5849,2.634,2.6811,2.7266,2.771,2.8146,2.8574,2.8997,2.9415,2.9828,3.0237,3.0641,3.104,3.1433,3.1822,3.2205,5.32839517,-5.13496886,-3.53209312,-5.7411233,1.85077136,10.65433567
2015-10-28,0.4283,0.7329,1.0281,1.2915,1.5167,1.7047,1.86,1.9883,2.0948,2.1843,2.2607,2.3273,2.3866,2.4406,2.4907,2.5381,2.5836,2.6278,2.6711,2.7138,2.7561,2.7982,2.8401,2.8819,2.9235,2.965,3.0063,3.0474,3.0882,3.1287,5.66950207,-5.50220852,-3.44035697,-6.85301233,2.03955719,11.57287512
2015-10-27,0.3818,0.6477,0.9308,1.1944,1.4249,1.6204,1.7838,1.9201,2.0344,2.1312,2.2146,2.2877,2.353,2.4124,2.4673,2.5189,2.568,2.6152,2.6609,2.7054,2.749,2.7917,2.8337,2.8751,2.9159,2.956,2.9956,3.0346,3.0729,3.1106,5.16053662,-4.94547271,-3.69407075,-5.45543612,1.91748043,10.70591165
2015-10-26,0.3815,0.6666,0.959,1.2261,1.457,1.651,1.8122,1.9459,2.0576,2.152,2.2332,2.3043,2.3678,2.4257,2.4794,2.53,2.5782,2.6247,2.6698,2.7139,2.7572,2.7997,2.8417,2.883,2.9238,2.9641,3.0039,3.043,3.0817,3.1197,5.20866329,-5.0297116,-3.57558756,-5.60692122,1.91189218,10.72917416
2015-10-23,0.3717,0.6703,0.9701,1.2417,1.4757,1.6724,1.836,1.972,2.0858,2.1822,2.2652,2.3379,2.4029,2.4619,2.5166,2.5679,2.6166,2.6634,2.7086,2.7526,2.7956,2.8377,2.8791,2.9198,2.9598,2.9991,3.0378,3.0759,3.1133,3.1501,5.1133827,-4.9701651,-3.43266715,-5.21468872,1.91924406,10.59162577
2015-10-22,0.3709,0.6251,0.911,1.18,1.4148,1.6127,1.777,1.9135,2.0277,2.1245,2.2081,2.2818,2.348,2.4086,2.4649,2.5181,2.5688,2.6176,2.6649,2.7109,2.7558,2.7997,2.8427,2.8849,2.9263,2.9669,3.0067,3.0457,3.0839,3.1214,4.96677359,-4.70686372,-3.88876793,-5.03036858,1.77637943,9.89310441
2015-10-21,0.3569,0.6502,0.9349,1.193,1.4183,1.6107,1.7732,1.9099,2.0252,2.1233,2.2076,2.2813,2.3468,2.4062,2.461,2.5124,2.5614,2.6088,2.655,2.7005,2.7455,2.7902,2.8348,2.8793,2.9237,2.9681,3.0125,3.0568,3.1011,3.1451,6.2260441,-6.13231606,-3.58721236,-8.09991276,2.30706444,12.48897059
2015-10-20,0.3568,0.6554,0.949,1.2157,1.4479,1.6455,1.8116,1.9509,2.0681,2.1676,2.2533,2.3282,2.395,2.4556,2.5116,2.5643,2.6146,2.6632,2.7105,2.7569,2.8028,2.8482,2.8933,2.9381,2.9827,3.0271,3.0713,3.1152,3.1589,3.2022,5.99154753,-5.89022558,-3.63343984,-7.37301502,2.18078627,11.90271919
2015-10-19,0.3444,0.6238,0.9083,1.1712,1.4022,1.5996,1.766,1.9056,2.023,2.1226,2.2083,2.2832,2.3499,2.4106,2.4668,2.5198,2.5705,2.6197,2.6677,2.7151,2.762,2.8087,2.8551,2.9015,2.9477,2.9938,3.0399,3.0857,3.1314,3.1768,6.17793574,-6.05112218,-3.92519753,-7.9866104,2.17541027,12.01610182
2015-10-16,0.3551,0.6373,0.9191,1.1778,1.4047,1.5988,1.7625,1.9001,2.0159,2.1142,2.1986,2.2724,2.338,2.3975,2.4526,2.5045,2.5542,2.6024,2.6496,2.6962,2.7424,2.7885,2.8345,2.8806,2.9267,2.9728,3.0189,3.0651,3.1111,3.157,6.36019627,-6.24010227,-3.85213972,-8.49862874,2.25809686,12.39055698
2015-10-15,0.3364,0.623,0.9048,1.1627,1.3894,1.5842,1.7494,1.8891,2.0072,2.1078,2.1946,2.2704,2.3378,2.3989,2.4553,2.5082,2.5587,2.6074,2.655,2.7019,2.7483,2.7944,2.8405,2.8865,2.9326,2.9786,3.0247,3.0708,3.1168,3.1627,6.45840596,-6.37361889,-3.76693136,-8.64931708,2.35238401,12.67452479
2015-10-14,0.3205,0.5802,0.851,1.1058,1.333,1.5297,1.6972,1.8389,1.9588,2.061,2.149,2.226,2.2944,2.3565,2.4139,2.4678,2.5193,2.5692,2.6179,2.6659,2.7134,2.7608,2.8081,2.8553,2.9026,2.9499,2.9972,3.0444,3.0916,3.1387,6.46027926,-6.33385866,-4.13092992,-8.76161862,2.28212718,12.5181258
2015-10-13,0.3404,0.6447,0.9296,1.1854,1.4091,1.6018,1.7664,1.9065,2.026,2.1286,2.2173,2.2952,2.3644,2.4269,2.4843,2.5379,2.5886,2.6373,2.6845,2.7307,2.7762,2.8214,2.8663,2.9111,2.9558,3.0006,3.0453,3.0901,3.1349,3.1796,6.61181264,-6.57311528,-3.37255808,-8.813162,2.58464255,13.33801572
2015-10-09,0.3726,0.6751,0.9693,1.2355,1.4669,1.664,1.83,1.9698,2.0878,2.1885,2.2754,2.3517,2.4198,2.4817,2.5389,2.5926,2.6436,2.6927,2.7403,2.7869,2.8325,2.8776,2.9221,2.9661,3.0097,3.0529,3.0957,3.138,3.18,3.2215,5.74986549,-5.64341905,-3.4288675,-6.63077252,2.17328971,11.59307497
2015-10-08,0.3522,0.6571,0.9502,1.2159,1.4489,1.6492,1.8195,1.9638,2.0863,2.1908,2.281,2.3597,2.4296,2.4926,2.5504,2.6043,2.6553,2.7042,2.7516,2.7979,2.8435,2.8885,2.9333,2.9778,3.0221,3.0664,3.1105,3.1545,3.1984,3.2421,6.3839439,-6.31507289,-3.57537118,-8.09967507,2.40417666,12.85748423
2015-10-07,0.3298,0.6451,0.9364,1.196,1.4222,1.6168,1.7827,1.9238,2.044,2.1468,2.2356,2.3131,2.3817,2.4435,2.4999,2.5524,2.6019,2.6493,2.6952,2.7402,2.7845,2.8285,2.8724,2.9162,2.9602,3.0043,3.0485,3.0929,3.1374,3.1821,6.89779008,-6.89006662,-3.36212522,-9.50941216,2.68274939,13.91738227
2015-10-06,0.3497,0.6268,0.9049,1.1622,1.3901,1.5871,1.7551,1.8977,2.019,2.1229,2.2126,2.2913,2.3613,2.4247,2.4829,2.5372,2.5886,2.6378,2.6854,2.7317,2.7772,2.8219,2.8661,2.9099,2.9532,2.9963,3.039,3.0813,3.1234,3.165,5.8807508,-5.76165835,-3.61985012,-6.99754814,2.2768155,12.19620653
2015-10-05,0.3505,0.6231,0.9036,1.1656,1.3984,1.5994,1.7706,1.9155,2.0382,2.1429,2.2331,2.312,2.382,2.4453,2.5035,2.5579,2.6094,2.6587,2.7066,2.7533,2.7992,2.8445,2.8893,2.9338,2.978,3.0219,3.0655,3.1089,3.152,3.1948,6.01925912,-5.87944654,-3.86926716,-7.32850488,2.22966893,12.22866727
